title,author,score,num_reviewers,main genre,middle genre,subclass,introduction,review
신나는 NIE 시사원정대 2020.11,동아이지에듀 편집부,0.0점, 4,잡지,어학/교육,아동학습,신문처럼 빠르고 게임만큼 재밌고 백과사전보다 유익한 배경지식으로 가득한 주니어잡지 『시사원정대』.,"[시사원정대는?]시사원정대가 ‘NEW 시사원정대’로 새롭게 태어났습니다. NEW 시사원정대는 신문처럼 빠르고 게임만큼 재밌고 백과사전보다 유익한 배경지식으로 가득한 주니어잡지입니다.[커버스토리]커버스토리는 매달 하나의 시사주제를 골라 쉽고 자세하고 재밌게 소개하고 연관된 배경지식을 알려줍니다. 기사를 읽은 뒤에는 잘 이해했는지 재미있는 미션을 통해 꼼꼼히 확인합니다.○시사똑똑북시사똑똑북 한 권이면 독해력과 논리력, 글쓰기 실력까지 한 번에 업그레이드 할 수 있습니다. 맞춤사설은 신문 사설과 칼럼을 10대 눈높이에 맞춰 정리합니다. 논술체크 코너에서는 독자들의 논설문을 현직 기자들이 직접 첨삭해주고 알짜 팁도 알려줍니다. 뉴스체크 코너는 비문학 제시문에서 중심문장을 빠르고 정확하게 찾아내는 훈련을 할 수 있도록 돕습니다.○체험학습 비밀미션‘아~ 이번에는 어떤 체험학습을 해야 하지?’ 이제 체험학습 걱정 뚝! 체험학습 비밀미션만 있으면 체험학습 주제 고르기부터 장소 찾기, 체험 보고서 쓰기까지 한 번에 뚝딱! NEW 시사원정대의 캐릭터 ‘미라클5’와 함께 재미있게 체험학습을 할 수 있습니다. [시사탐험]최근 가장 뜨거웠던 뉴스를 해설과 함께 소개합니다. 찬반 의견이 팽팽히 맞섰던 뉴스, 10대라면 누구나 공감할 수 있는 주제에 대한 독자들의 의견, 최근 개봉한 영화 속에 숨어있는 재미난 시사상식을 다룹니다. [융합탐험]융합인재의 시대에는 다양한 분야의 지식을 바탕으로 여러 각도에서 생각할 줄 알아야 하죠. 융합탐험에서는 과학, 역사, 경제, 국제, 진로까지 다채로운 주제를 다룹니다. ‘영어를 잘 하는 로봇공학자’ ‘코딩 실력이 뛰어난 외교관’ 등 융합인재가 되고 싶다면 이 코너를 주목해야 합니다.[글로벌탐험]지구촌 시민으로서 반드시 알아야 할 국제상식을 콕콕 짚어 소개합니다. 빌 게이츠, 마크 저커버그와 같은 글로벌 리더들에게 본받을 점도 가상 인터뷰 형식으로 알려줍니다. 생생한 사진과 함께 영어 뉴스를 담아 재밌게 영어 공부를 할 수 있게 돕습니다.[문화·예술탐험]순수예술부터 엔터테인먼트, 스포츠까지 폭 넓은 문화·예술 주제를 다룹니다. 이달에 부모님과 함께 즐기기 좋은 공연이나 전시를 소개합니다. 각 학년에 맞는 추천도서도 실립니다.[미라클본부]그림 그리기, 사진 찍기, 캘리그라피 쓰기 등 다양하고 재밌는 독자참여 활동이 가득 담겼습니다. 매달 새로운 주제로 독자 투표가 열립니다."
마리끌레르 Marie Claire + 메종 Maison 2020.11 - 전2권 합본세트판매,MCK 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
맥심 Maxim B형 2020.10 : PANDEMIC 편 표지 : 미스맥심 김은진,맥심코리아 편집부,0.0점, 0,잡지,예술/대중문화,방송/연예,1) 표지 : 미스맥심 김은진2) 책속부록: 초대형 양면 브로마이드,
1st LOOK 퍼스트룩 206호 A형  ,편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"KAI GLOW _  건강미 넘치는 카이 글로우 피부,  태초의 빛이 담긴 고귀한 눈매와 이슬을 머금은 듯 촉촉한 입술. 바비 브라운 최초의 남성 뮤즈로 퍼스트룩 카메라 앞에 선 카이가 여는 새로운 뷰티 시대.",
고교 독서평설 2020.11,지학사 편집부,0.0점, 0,잡지,어학/교육,중고학습,,
시냇가에 심은 나무 2020.11/12  ,정석률,0.0점, 0,잡지,인문/사회/종교,종교,,
아레나 옴므 플러스 Arena Homme+ C형 2020.11  ,편집부,0.0점, 0,잡지,예술/대중문화,방송/연예,,
퀸 Queen 2020.11,퀸 편집부,0.0점, 0,잡지,여성/패션/리빙,,,
올리브 매거진 코리아 2020.11,안그라픽스 편집부,0.0점, 0,잡지,여성/패션/리빙,,『올리브 매거진 코리아』는 한국 최초의 라이선스 푸드 매거진이다.,
큰글씨 좋은생각 2020.11,좋은생각 편집부,0.0점, 0,잡지,문예/교양지,교양,"▶ 월간 《좋은생각》은…아름다운 사람들의 밝고 따뜻한 이야기를 담은 《좋은생각》은 좋은님의 ‘기쁨’이 되기 위하여 28년 전에 태어났습니다. 1992년 8월 창간호부터 지금까지 사랑과 긍정이 가득한 삶의 이야기를 전하며 더 좋은 세상을 만들어 왔습니다. 한 분 한 분의 마음 밭에 작은 씨앗으로 뿌려져 아름다운 열매를 맺게 할 《좋은생각》은……. 하루를 환하게 열어 줍니다: 사랑하는 가족과의 애틋한 추억, 평범한 이웃의 기쁨과 아픔, 웃음 이야기들이 굳어져 가는 마음에 위로를 줍니다. 세상을 보는 새로운 눈이 열립니다: 소설가, 의사, 법조인, 과학자, 교육자, 예술가, 방송인 등 다양한 분야의 전문가가 쓴 글들이 세상을 보는 새로운 눈을 열어 줍니다. 지혜와 지식을 풍성하게 얻습니다: 깨달음을 주는 명언, 풍부한 상식이 삶의 활력소가 됩니다. 사랑하라고 가르치지 않지만, 사랑하는 법을 배웁니다. 따뜻한 마음을 갖게 됩니다. 뭉클한 감동을 받고, 세상을 살아갈 힘을 얻습니다.  ▶ 2020년 11월 호 소개 cover story 가을이 깊어지고 나뭇잎이 떨어지고그것이 물에 가라앉거나멀리 흘러가는 것을 보면 ‘용서’라는 단어가 떠오릅니다. 우리 가슴은 미움이나 원망을 오래 담아 두기에는 너무 작고 여립니다. 겨울이 오기 전에 가슴 문을 열어 그것들을 내 밖으로, 멀리 흘려보내야 합니다.  우리가 가슴에 담아야 할 것은 그 사람이나 그 사실이나 그 시간이 아니라 내 사랑과 내 평화와 내 시간입니다.  내가 누군가를 용서하면 나도 누군가로부터, 나로부터 용서받습니다.  특집 | 잊고 싶은 기억 하나 동행의 기쁨 |  사제 이문수 님, 목사 최운형 님",
월간 거래가격 2020.11,대한건설협회,0.0점, 0,잡지,인문/사회/종교,경제/경영,『거래가격』은 기획재정부의 가격조사기준에 의거 정부나 기업 등대량수요가 실제 구매할 수 있는 시장거래가격을 조사하여 게재해주는 월간지다.,
뷰티쁠 Beauty+ B형 2020.11  ,편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"1) 표지: 강승윤,원호",
"엘르 Elle A형 2020.11 주요기사 : 박서준, 세븐틴 (호시, 조슈아, 도겸, 준)",허스트중앙 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,[부록 사진]세노비스 수퍼바이오틱스 7캡슐[표지 사진]3종 중 1종 랜덤,
뉴필로소퍼 2020 12호 vol 12 : 가족으로 살아간다는 것,뉴필로소퍼 편집부 ,0.0점, 7,잡지,문예/교양지,교양,"《뉴필로소퍼》 12호는 “가족으로 살아간다는 것”을 주제로 오늘 우리 시대의 가족에 대해 고찰한다. 해묵은 주제일 수 있는 가족에 대해 필자들은 저마다의 사연을 덧대어 우리 사회가 반드시 생각해 봐야 할 가족 담론까지 접근한다. 작가 마리나 벤저민은 <외동의 딜레마>에서 외동딸의 양육을 위해 노심초사한 이야기를 전해준다. 그는 과보호하지 않고 딸이 자기 자신으로 살아가는 방법은 무엇인지, 엄마로서 고민한 역력한 흔적을 보여준다. 그 과정에서 딸이 남편과 자신을 “부모로 훈련시키는” 아울러 “언제 어떻게 단념하고 포기해야 할지 가르쳐주는 존재”였다고 고백한다. 자녀를 소유물로 여기는, 하여 과보호하는 오늘날 우리 시대에 적잖은 가르침을 주기에 충분한 글이다.",
더 깊은 묵상을 위한 기초도구 GT 2020.11/12  ,지티엠 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
럭셔리 Luxury 2020.11,럭셔리 편집부,0.0점, 0,잡지,여성/패션/리빙,,"『LUXURY』는 패션과 뷰티, 다이닝과 리빙, 트래블과 레저, 아트 등 라이프스타일 전반에 걸쳐 깊이 있는 정보를 제공하여 고급 독자의 취향을 만족시키는 잡지이다.",
보그&더블유 2020.11,두산매거진 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
월간조선 2020.11,월간조선 편집부,0.0점, 0,잡지,인문/사회/종교,경제/경영,『월간 조선』은 1980년 4월에 조선일보에서 창간하였다. 일제강점기에 발행되었던 조광의 후신으로 종합지이다. 정치문제를 다루었으나 유신정권이 확대됨에 따라 일반 교양지로 변모하였다가 최근에는 종합지로서 다양한 정보를 깊이 있게 다루고 있다.,
탑기어 Top Gear 2020.11,편집부,0.0점, 0,잡지,자연/공학,기계/자동차,『탑기어(TOPGEAR)』는 매혹적인 비주얼과 흥미로운 스토리로 전세계 독자들의 사랑을 받는 글로벌 자동차 전문지다.,"2020년 11월호 <탑기어> 표지는 72년간 전통을 지켜온 디펜더가 차지했다. 투박하고, 불편하고, 각진 디자인은 이제 옛말. 70년의 오랜 기다림 끝에 한국 땅을 밟은 디펜더는 보다 편안하고, 보다 강력하고, 보다 매력적이었다. 정통 오프로더 길을 걷고 있는 디펜더를 직접 만나본 김성래 편집장의 이야기에 귀를 기울여 보자. 무엇을 상상하던 그 이상일 것이다.최근 등장한 차들은 마치 컴퓨터처럼 한치에 오차 없이 움직이고, 때때로 운전자의 수고를 덜어주기 위해 스스로 움직이기도 한다. 어찌 보면 과도한 친절이다. 하지만, 로터스는 다르다. 철저하게 본질만 향해 움직인다. 누구보다 가볍고, 누구보다 기계적이다. 그렇기에 더 매력적이다. 세상을 떠난 콜린 채프먼의 정신이 깃든 에보라 GT410 스포츠를 타고 잊을 수 없는 하루를 보냈다.코로나바이러스 19로 해외여행을 떠나지 못하는 사람들이 제주로 몰려들고 있다. 이에 질세라 <탑기어>도 제주행 비행기에 몸을 실었다. 높은 가성비가 매력적인 하이에어와 럭셔리의 극치인 BMW X7의 환상적인 컬래버레이션. 그리고 우연히 찾아온 사랑까지. 과연 <탑기어> 에디터들은 ‘일과 사랑’을 모두 손에 넣었을까?독창적인 음악과 매력적인 음색으로 많은 대중들에게 사랑을 얻고 있는 핫펠트를 만나봤다. 자동차와는 어울리지 않을 것 같은 이미지였지만, 그녀는 자동차와 뜨거운 연애를 즐기고 있었다. 현재 타고 있는 포드 머스탱 GT를 선택하기까지 과정과 그녀가 사고 싶은 자동차들에 대한 이야기를 나눠봤다. 지금부터 그녀와 함께한 시간 속으로 빠져들어보자.‘당신의 VIP는 누구인가요?’라는 질문에서 시작된 이야기. 누구나 그렇듯 자신의 VIP는 자신이 아니다. 늘 감사한 부모님, 눈에 넣어도 아프지 않을 아이들, 사랑스러운 나의 연인이 대부분이다. 이번에는 생각을 달리 했다. ‘나의 VIP는 나다’라는 마음으로 S90과 함께 직접 나를 의전했다. 누구도 방해할 수 없던 그날. 모든 게 아름다웠다."
수학동아 2020.11,수학동아 편집부,0.0점, 1,잡지,어학/교육,아동학습,"생활 속에서 찾을 수 있는 수학을 주제로 시사, 문화, 역사, 과학, 예술 등 다양한 분야를 통합해 다루는 수학잡지 『수학동아』.",
기도수첩 2020.11 (타공판),편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
주부생활 A형 2020.11,주부생활 편집부,0.0점, 0,잡지,여성/패션/리빙,,『주부생활』은 더북컴퍼니에서 펴내는 월간지다.,
1st LOOK 퍼스트룩 206호 B형  ,편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"KAI GLOW _  건강미 넘치는 카이 글로우 피부,  태초의 빛이 담긴 고귀한 눈매와 이슬을 머금은 듯 촉촉한 입술. 바비 브라운 최초의 남성 뮤즈로 퍼스트룩 카메라 앞에 선 카이가 여는 새로운 뷰티 시대.",
나일론 Nylon 2020.11 (표지 : 이동욱 2종 중 랜덤) 표지 : 이동욱 (2종 중 랜덤),나일론미디어 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,1) 표지: 이동욱,
아레나 옴므 플러스 Arena Homme+ B형 2020.11  ,편집부,0.0점, 0,잡지,예술/대중문화,방송/연예,"1) 커버: 강다니엘2) 기사: 강다니엘 화보14P, 이준기, 빅톤 한승우 최병찬",
과학동아 + 수학동아 2020.11,동아사이언스 편집부,0.0점, 0,잡지,문예/교양지,교양,,
기도수첩 2020.11 (영어판),편집부,0.0점, 0,잡지,인문/사회/종교,종교,『REMNANT 기도수첩(영어)』은 하나님과 소통하는 시간을 갖게 해주는 잡지다. 하루 한 번 묵상할 수 있는 내용을 담았다.,
디자인 Design 2020.11 럭셔리 브랜드 유니버스,디자인하우스편집부,0.0점, 0,잡지,예술/대중문화,음악/미술,"『월간 디자인』은 디자인하우스에서 발간하고 1976년에 창간된 월간지이다. 디자이너와 디자인의 가치를 알리고 소개하는 일을 해왔으며, 전문 디자이너를 비롯해 오피니언 리더들에게 앞선 디자인에 관한 최신 콘텐츠를 제공한다",
"아레나 옴므 플러스 Arena Homme+ A형 2020.11 (표지 : 강다니엘) 주요기사 : 강다니엘, 이준기, 빅톤 한승우.최병찬, T1 테디 칸나 커즈",아레나 편집부,0.0점, 0,잡지,예술/대중문화,방송/연예,"1) 커버: 강다니엘2) 기사: 강다니엘 화보14P, 이준기, 빅톤 한승우 최병찬",
코스모폴리탄 Cosmopolitan C형 2020.11 (표지 : 트와이스 나연) (부록없음),코스모폴리탄 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,1) 표지: 트와이스 나연,
에이비 로드 AB-ROAD 2020.11,AB.ROAD 편집부,0.0점, 0,잡지,취미/여행,여행,여행을 찾는 새로운 길 『에이비로드(AB-ROAD)』는 여행 관련 소식을 소개하고 있다.,
예조(예수님이 좋아요) 고학년용 2020.11/12  ,두란노 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
객석 2020.11,객석 편집부,0.0점, 0,잡지,예술/대중문화,음악/미술,"『객석』은 객석컴퍼니에서 펴내는 월간지로서 음악·레코드·연극·뮤지컬·무용 등 다양한 예술장르를 소개한다. 전세계 통신원들의 생생한 현지 취재, 최고 필진의 권위 있는 평론, 빠르고 정확한 기사, 세련되고 감각적인 레이아웃을 제공한다.",
마니에르 드 부아르 Maniere de voir    2020,르몽드 디플로마티크(월간지) 편집부,0.0점, 0,잡지,문예/교양지,교양,,
맨즈 헬스 Men's Health A형 2020.11 (표지 : 골든차일드 이장준 A형) (부록없음),맨즈 헬스 편집부,0.0점, 0,,,,"『멘즈헬스(MENS HEALTH KOREA)』는 최적의 MOVEMENT, MOTIVATION, MOBILITY를 만들기 위한 피트니스 콘텐츠 브랜드 잡지로서 균형 잡힌 심신을 완성하는데 필요한 솔루션을 제안한다.",
플래툰 Platoon 2020.11 창간 25주년,플래툰 편집부,0.0점, 0,잡지,자연/공학,기타,『플래툰』은 국내 대표적인 군사전문지로서 무기류에 관한 전문적인 지식을 만나볼 수 있다.,
노블레스 Noblesse 2020.11,노블레스미디어인터네셔널 편집부,0.0점, 0,잡지,여성/패션/리빙,,『노블레스』는 국내 라이프스타일 잡지다.,
리빙센스 2020.10,리빙센스 편집부,0.0점, 0,잡지,여성/패션/리빙,,"『리빙센스』는 인테리어, 라이프스타일, 요리, 그리고 패션과 뷰티에 대한 잡지다.",
전원속의 내집 2020.11,전원속의 내집 출판부,0.0점, 0,잡지,여성/패션/리빙,,『전원속의 내집』은 전원 생활을 하는 사람들을 소개하고 있다. 아름다운 전원 주택을 소개하며 전원주택 건설과 관련한 정보도 공유한다.,"1999년 2월 창간, 국내에서 가장 긴 역사를 갖고 있는 전원주택 & 전원생활 관련 월간지이다. 전원행을 준비하고 실행하는 많은 이들의 지침서로 전원에 안착한 가족의 일상부터 다양한 전원주택의 설계&시공과 인테리어 그리고 자재선정법, 자연과 동화되는 정원 조경의 접근, 사소하게 넘길 수 없는 관련 뉴스와 동향까지 실질적인 정보와 읽을거리를 담고 있다. 더불어 주제별 각종 단행본을 출간하여 전문가와 독자 사이를 잇는 조력자 역할도 하고 있다."
론리플래닛 매거진 코리아 2020.11,안그라픽스 편집부,0.0점, 0,잡지,취미/여행,여행,『론리 플래닛 매거진 코리아(LONELY PLANET)』는 지구촌 여행지를 다룬 여행전문지다.,
메종 Maison B형 2020.11 (부록없음),메종 편집부,0.0점, 0,잡지,여성/패션/리빙,,"부록  락앤락 쉐이크 잇 보틀(600ml) 블랙,블루,핑크,그린 중 1개 임의증정",
복있는 사람 2020.11/12  ,편집부,0.0점, 0,잡지,인문/사회/종교,종교,"말씀과 더불어 사는 하루를 도와주는 『복있는 사람』. 성도들의 경건생활을 위한 안내자로, 개인의 경건생활을 위한 QT 교재나 가정예배 지침서로 사용할 수 있다.",
셀라이프 2020.11/12  ,편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
큐티하니 2020.11/12  ,큐틴 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
컨셉진 Conceptzine 2020.10 Vol.83,컨셉진(월간지) 편집부,0.0점, 0,잡지,문예/교양지,교양,"『컨셉진』은 지루한 일상에 영감을 주기 위한 라이프스타일 매거진이다. 우리는 소중한 사람들과 식사를 하고, 여행을 함께 하는 소소한 일상의 아름다움을 재발견한다. 그와 함께 우리의 생활 공간을 조금 더 가치 있고 아름다운 오브제로 채우는 것 또한 우리의 삶을 행복하게 만드는 중요한 부분이다.",
큐티 프렌즈 2020.11/12  ,큐틴 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
노블레스 맨 Noblesse MEN Vol.33   2020.11/12,노블레스미디어인터네셔널 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
시니어 매일성경 2020.11/12  ,매일성경 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
월간 사진 2020.11,사진 편집부,0.0점, 0,잡지,예술/대중문화,사진,"『월간사진』은 국내외 최신 사진가 정보와 사진 흐름, 사진 담론이 있는, 1966년 창간된 사진잡지다. 사진매체의 가능성과 확장을 매달 새로운 이슈와 작가를 통해 소개한다.",
골프 다이제스트 Golf Digest 2020.11,골프다이제스트 편집부,0.0점, 0,잡지,취미/여행,바둑/낚시/등산,"『골프다이제스트』는 골프 전문 잡지로서 골프와 관련된 소식을 담고있으며 유명 프로골퍼들의 골프 레슨을 받을 수 있는 기회를 제공하며, 골프 칼럼 및 볼거리와 유명한 컨츄리와 필드를 소개한다.",
싱글즈 Singles A형 2020.11 (부록없음) 주요기사 : 몬스타엑스 형원 & 아이엠,싱글즈 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"부록 뮤테누토 베르쇠즈 모이스처라이징 토너(180ml)",
베스트 일레븐 Best Eleven 2020.11,베스트 일레븐 편집부,10.0점, 1,잡지,취미/여행,레저/스포츠,『베스트일레븐』은 월간 축구전문지로서 1970년 4월에 창간하였다. 해외축구와 국내축구에 대해 다양하고 깊이 있는 정보를 다루고 있다.,
특급퍼즐 2020.11 중급자용,특급퍼즐 편집부,0.0점, 0,잡지,취미/여행,기타,"알쏭달쏭 낱말풀이 도전 ",
앳 스타일 2020.11 (표지 : 위아이),스타일도어 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,『앳 스타일』은 스타일도어에서 발행하고 있는 월간지로 패션과 유행에 대한 정보들을 소개한다.,
에픽 #01  ,에픽 편집부,0.0점, 1,잡지,문예/교양지,문예,"내러티브 매거진 《에픽》은 픽션과 논픽션을 아우르는 신개념 서사 중심 문학잡지이다. '에픽(epic)'이라는 단어는, 명사로는 '서사시, 서사 문학', 형용사로는 '웅대한, 영웅적인, 대규모의, 뛰어난, 커다란, 광범위한' 같은 뜻을 지녔다. 이 'epic'의 모음 'i'에 'i' 하나를 덧붙였다. 이야기란, 서사란, 하나의 내[i]가 다른 나[i]와 만나는 지점에서 비로소 생겨난다고 생각했기 때문이다.《에픽(epiic)》은 바로 이 두 겹의 세계이다. 이를 위해 다양한 이야기를 모았다. 제목 그대로 하나의 세계가 다른 세계를 만나 벌어지는 화학 작용을 다루는 이너 내러티브 'i+i'를 시작으로, 전통적인 의미의 서사인 픽션에 비해 상대적으로 덜 다루어져 온 크리에이티브 논픽션(creative nonfiction)을 두루 다루고자 한다. 이 논픽션에는 르포르타주(reportage), 메모어(memoir), 구술록(oral history) 같은 여러 세부 장르가 포함된다.책 리뷰 역시 한 권이 아닌 서로 연결된 두 권을 다루는 1+1 방식으로 소개되며, 가상의 누군가를 만나는 버추얼 에세이 'if i'도 마련된다. 픽션 파트에서는 기존의 문단 중심 단편소설뿐 아니라 장르문학을 편견 없이 함께 다루고, 책 말미에는 그래픽노블을 통해 각 권의 제호에서 비롯된 또다른 상상력을 살펴본다.",
일본어 저널 2020.11 (교재 + CD 1장),일본어저널 편집부,0.0점, 0,잡지,어학/교육,어학,"㈜다락원에서 발행하는『일본어 저널(CD1장포함)』은 일본의 최신 소식은 물론 생생한 여행 정보, 일본의 문화, 다양한 일본어 학습 코너까지 한꺼번에 즐길 수 있는 국내 유일의 일본어 전문 월간지다.","[일본어저널]은 국내외 최고의 필자들이 제공하는 학습 컨텐츠와 함께, 현재 일본에서 일어나고 있는 최신 뉴스와 정보, 문화 등을 발빠르게 전하는 일본어 학습 매거진입니다.초급에서 중급까지, 다양한 난이도로 구성된 학습 내용은 독자 여러분들이 보다 재미있게 일본어를 공부할 수 있도록 도울 것입니다. 일본어 학습의 파트너 [일본어저널]과 함께 일본어를 완전정복해보세요~!"
더블유 W B형 2020.11  ,두산매거진 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"1) 표지: 블랙핑크 제니2) 주요기사: 제니12P, 세븐틴 에스쿱스,원우,민규,버논 12P",
"1st LOOK 퍼스트룩 207호   앞표지 : 이도현, 뒤표지 : 김준수",CJ E&M; 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
